Feature 1 (Discrete),Feature 2 (Discrete),Feature 3 (Discrete),Feature 4 (Discrete),Feature 5 (Discrete),Feature 6 (Discrete),Feature 7 (Discrete),Feature 8 (Discrete),Feature 9,Feature 10,Feature 11,Feature 12,Feature 13,Feature 14,Feature 15,Feature 16,Feature 17,Feature 18,Feature 19 (Discrete),Feature 20 (Discrete),Feature 21 (Discrete),Feature 22 (Discrete),Feature 23 (Discrete),Feature 24,Target Variable (Discrete)
575,15,82,16,3,3,1,1,0.002,952.3,1155.3,0.01370001,31.001,106.275,348.5,,900.003,1.03,134,15,20,105,575,39253.3,5
281,0,92,2,1,0,4,3,0.002,399.2,402.4,0.00022205,51.604,92.502,4.2,,,,82,1,15,68,281,41482.4,0
1108,14,282,15,3,0,3,0,0.002,691.2,693.3,0.00014201,98.164,98.614,2300.2,2146.3,,7.02,256,14,0,135,1113,39634.3,0
1171,0,297,2,1,0,4,0,0.004,626.2,634.1,0.00057102,98.405,97.314,90.2,,,,265,1,3,17,1176,40072.3,0
187,12,65,14,3,0,5,0,0.001,784.1,804.4,0.00140003,98.502,100.705,100.5,,,,58,12,11,53,187,37930.2,0
207,0,40,5,2,0,1,4,0.004,1171.3,1504.3,0.02160002,82.403,112.414,,,,,65,6,7,59,207,40555.4,2
165,15,53,16,1,1,1,1,109.914,35778.1,35794.5,0.00019005,0.033,1436.101,1980.5,,,13.04,20,1,0,19,165,32019.4,1
927,8,239,27,1,2,1,2,0.003,8063.1,8069.4,0.00020804,0.041,287.934,650.2,,1500.003,,30,2,0,128,927,40350.4,1
892,0,229,58,3,1,1,1,-7.026,35764.1,35808.2,0.00052204,0.033,1436.082,1825.2,810.1,3700.005,15.05,199,2,0,23,892,26470.4,1
246,3,92,2,1,0,4,0,0.004,604.2,621.4,0.00122004,97.991,96.953,4.2,,,,82,1,5,11,246,40023.5,0
269,0,92,2,1,0,4,3,0.005,401.5,403.5,0.00014804,51.632,92.605,4.4,,,,82,1,15,68,269,40953.1,0
288,0,92,2,1,0,4,0,0.002,500.5,514.2,0.00102004,97.513,94.755,4.3,,,,82,1,6,45,288,41615.2,0
830,0,217,5,14,0,1,0,0.002,469.3,487.4,0.00131003,97.274,94.005,645.3,,,3.03,190,6,8,0,830,41464.4,5
1060,7,40,5,2,0,1,4,0.004,1477.3,1509.1,0.00203005,82.445,115.825,280.5,,300.005,5.03,238,6,7,59,1060,39763.3,1
394,0,121,14,3,1,3,1,0.001,35770.3,35800.4,0.00035604,2.271,1436.023,1390.2,620.5,,,106,12,2,42,394,40367.5,0
701,12,179,2,11,0,1,4,0.003,776.4,779.2,0.00021001,86.404,100.401,689.2,556.5,1400.005,8.04,152,1,10,54,701,25263.5,1
977,0,245,2,1,0,1,3,0.001,614.5,657.5,0.00307005,47.005,97.432,172.3,,400.001,5.03,213,1,1,2,977,41184.4,1
297,3,3,2,2,1,1,1,-52.505,35760.2,35814.1,0.00064004,0.055,1436.101,1156.3,884.3,1240.004,10.03,21,1,1,67,297,27875.4,1
1043,7,40,5,2,0,1,4,0.002,1436.4,1448.1,0.00076803,82.503,114.704,225.5,,,,216,6,7,43,1043,28908.5,1
978,0,245,2,1,0,1,3,0.003,614.3,656.2,0.00300004,47.005,97.415,172.3,,400.003,5.01,213,1,1,2,978,41185.1,1
310,3,98,34,1,1,1,1,77.155,35776.5,35795.2,0.00022501,0.011,1436.072,3287.3,2000.4,7000.001,12.05,4,1,2,72,310,23754.4,1
553,27,151,44,0,0,3,4,0.001,396.3,404.1,0.00059102,89.005,93.403,480.2,445.3,150.004,5.05,131,36,7,59,553,27391.5,0
1131,0,120,14,3,0,1,4,0.003,338.2,594.1,0.01870005,75.003,96.813,,,,,104,12,11,51,1136,41634.3,2
291,0,92,2,1,0,4,0,0.003,500.1,513.2,0.00094502,97.515,94.764,4.1,,,,82,1,6,45,291,41612.4,0
632,3,175,2,1,1,1,1,68.505,35780.2,35790.5,0.00011903,0.023,1436.035,6094.2,2989.5,19300.005,18.05,1,1,0,19,632,38740.2,1
1326,3,367,2,2,1,1,1,-124.495,35785.2,35786.1,1.19E-05,0.012,1436.101,5990.2,3450.2,13000.003,,2,1,1,67,1331,38070.1,1
1343,3,373,2,1,1,1,1,-114.957,35784.4,35787.1,3.56E-05,0.013,1436.093,5193.5,,18000.004,15.03,2,1,13,64,1348,29520.1,1
787,0,199,2,1,0,13,2,0.004,635.4,649.2,0.00099803,6.002,97.575,10.3,,,,172,1,6,39,787,40936.4,0
918,8,239,27,1,2,1,2,0.003,8060.5,8071.4,0.00038105,0.091,287.922,650.2,,1500.004,,30,2,0,128,918,40079.2,1
644,0,175,2,1,1,1,1,47.504,35776.5,35796.2,0.00023702,0.024,1436.105,3642.4,1450.5,3900.003,15.01,149,1,0,23,644,23124.3,1
714,3,179,2,11,0,1,4,0.003,776.1,780.2,0.00028001,86.402,100.403,689.5,556.4,1400.005,8.01,152,1,4,111,714,25471.5,1
1333,3,370,2,1,0,4,0,0.005,765.3,767.1,0.00014004,98.502,100.205,2800.2,,,,202,1,4,47,1338,35946.4,0
189,12,65,14,3,0,1,0,0.001,665.3,672.2,0.00049702,98.033,96.435,200.5,,,,58,12,10,54,189,39209.4,2
710,3,179,2,11,0,1,4,0.003,776.4,779.3,0.00021005,86.402,100.402,689.4,556.2,1400.004,8.03,152,1,4,111,710,25343.4,1
5,0,1,1,1,1,1,1,75.001,35780.1,35793.1,0.00015405,0.015,1436.103,4143.5,1700.1,7400.001,12.05,1,1,1,4,5,28184.5,1
1239,3,326,2,3,1,1,1,-170.999,35732.5,35844.1,0.00133003,7.003,1436.181,3454.4,1600.4,2300.004,15.01,2,1,1,10,1244,39070.1,1
925,8,239,27,1,2,1,2,0.001,8063.1,8069.5,0.00020804,0.042,287.931,650.1,,1500.003,,30,2,0,128,925,40348.4,1
1164,8,295,27,2,1,1,1,35.582,35774.2,35797.2,0.00027301,4.991,1436.062,1510.3,759.3,1200.004,7.01,19,16,0,13,1169,25639.2,1
515,7,40,5,5,2,1,3,0.002,19119.5,19146.3,0.00052903,64.764,675.851,1415.5,,1000.002,7.03,101,6,3,20,515,36400.4,6
826,31,214,1,8,0,9,0,0.003,819.1,822.2,0.00020902,98.701,101.305,4085.2,,,5.01,188,7,3,78,826,38771.4,0
432,0,32,15,1,2,1,3,0.002,23218.4,23240.2,0.00037205,57.102,845.002,723.4,,,12.05,117,32,0,90,432,40889.1,6
453,3,142,2,4,0,4,0,0.005,671.2,686.3,0.00106003,98.102,98.304,1955.4,,,7.04,107,1,4,47,453,33331.1,0
847,3,222,2,2,1,1,1,-176.958,35569.1,36006.5,0.00518002,3.733,1436.101,6804.1,,,44116.01,21,1,1,10,847,38093.3,1
362,4,112,1,1,1,1,1,7.004,35784.5,35794.5,0.00011903,0.035,1436.211,5404.3,,,15.02,30,2,3,20,362,39163.5,1
1369,12,382,14,2,0,2,3,0.005,1076.4,1111.4,0.00234005,63.412,107.122,,,,,313,12,11,85,1374,39239.1,0
127,5,41,3,0,0,1,3,0.003,555.2,579.2,0.00173003,64.803,96.012,1.4,,,1.04,43,3,3,0,127,39136.4,2
561,0,58,18,3,1,1,1,55.001,35776.5,35798.3,0.00026102,0.184,1436.104,3181.4,,,15.01,39,18,0,19,561,40332.1,1
209,21,75,31,7,0,6,0,0.005,622.3,623.4,7.15E-05,97.905,97.202,1700.5,,,5.03,66,14,4,47,209,32376.2,0
314,3,99,2,1,1,1,1,-118.996,35785.5,35789.2,4.74E-05,0.052,1436.113,6384.4,3223.1,20000.002,15.03,1,1,3,20,314,36499.3,1
331,3,104,2,3,0,4,0,0.002,678.3,690.1,0.00085105,98.101,98.404,572.2,,600.002,5.02,89,1,4,47,331,26619.4,11
656,0,175,2,1,1,1,1,32.803,35800.4,35892.1,0.00109004,0.053,1439.154,3000.2,1283.5,4800.003,15.02,12,1,0,12,656,37392.3,1
552,0,150,41,3,0,3,3,0.004,392.4,409.4,0.00126005,65.021,92.573,3850.2,,,,122,1,12,69,552,39574.3,0
404,0,123,2,8,0,1,4,0.005,443.2,886.3,0.03150003,120.303,98.004,2.5,,,3.03,109,1,4,10,404,39464.4,5
806,3,207,2,0,0,1,4,0.001,442.4,724.5,0.02030001,101.705,97.453,2.2,,,,181,1,4,123,806,37855.3,2
368,4,112,1,1,1,1,1,-0.068,35766.3,35806.2,0.00047402,0.063,1436.072,4892.1,2240.5,11000.002,15.01,10,2,0,19,368,33750.2,1
1066,14,271,15,3,3,1,6,0.005,21998.1,110256.5,0.60900001,90.704,3418.004,1200.2,478.2,220.001,4.04,240,39,3,135,1066,26410.4,5
902,3,233,2,3,0,1,3,0.004,426.4,441.1,0.00110001,40.494,94.634,1.1,,,,203,1,18,58,902,39389.3,2
117,7,38,5,1,0,1,0,0.001,583.2,618.1,0.00251005,97.991,96.704,25.5,,,1.01,41,6,5,11,117,40017.4,2
493,4,145,2,1,0,1,3,0.005,1412.3,1415.4,0.00019302,52.005,114.101,700.3,,1700.004,15.01,30,14,3,0,493,37740.4,1
324,7,40,5,2,3,11,7,0.003,1606.1,38662.2,0.69900001,63.001,715.005,,,,,87,6,7,73,324,41032.5,0
556,0,152,2,8,0,1,5,0.005,441.1,659.2,0.01580004,99.102,95.504,4.2,,,,132,1,4,47,556,40379.4,2
0,0,0,0,0,0,0,0,0.002,442.3,687.2,0.01770003,98.202,95.901,1.5,,,,0,0,0,0,0,41460.3,0
1033,15,265,16,3,0,1,0,0.001,595.4,638.1,0.00308001,98.004,97.005,70.4,,,,234,15,3,11,1033,28810.3,2
55,3,18,2,1,1,1,1,-138.995,35773.2,35798.5,0.00029701,0.035,1436.075,2015.1,919.1,3300.005,15.03,20,1,0,25,55,26639.2,1
1347,12,377,14,0,0,1,0,0.001,1193.2,1205.4,0.00079305,100.301,109.403,60.4,,,,307,12,10,85,1352,36122.3,1
1122,12,120,14,3,0,1,0,0.002,686.1,704.1,0.00127001,98.204,98.702,,,,,258,12,11,54,1127,37765.3,2
1357,7,381,5,1,1,1,1,90.002,35694.5,35866.2,0.00204005,0.142,1435.763,1640.5,,,,310,6,3,20,1362,38978.4,1
455,0,144,10,1,0,1,0,0.004,500.2,512.1,0.00087304,97.502,94.705,15.5,,,,123,4,19,45,455,41602.1,8
595,15,171,16,3,0,6,0,0.002,512.3,514.1,0.00014503,97.465,94.891,1600.1,,,5.04,142,15,12,69,595,37954.2,0
1292,7,40,5,2,0,2,4,0.002,844.4,858.4,0.00096904,71.002,102.004,3200.4,,,,293,51,3,152,1297,31792.2,0
717,3,179,2,11,0,1,4,0.002,776.3,779.3,0.00021004,86.403,100.405,689.2,556.5,1400.001,8.03,152,1,4,111,717,25468.4,1
875,3,225,2,5,2,1,3,0.001,20177.2,20498.4,0.00601001,55.005,724.281,2217.4,980.2,1136.004,10.03,3,1,1,47,875,26605.5,6
319,3,99,2,1,1,1,1,-61.455,35783.4,35790.5,8.30E-05,0.022,1436.112,3674.2,1700.1,10000.002,12.02,21,1,1,22,319,25004.4,1
18,3,5,2,1,0,1,3,0.005,499.1,792.5,0.02090002,64.604,97.603,5.1,,,,9,1,4,10,18,38768.2,2
813,3,210,2,2,1,2,1,-23.506,33674.1,37900.5,0.05010004,7.332,1436.125,8000.3,4000.1,,,2,1,1,7,813,23855.5,0
1205,0,49,23,1,1,1,1,-69.997,35786.5,35801.3,0.00017802,0.004,1436.105,5634.5,,15600.004,15.04,1,1,0,19,1210,40733.3,1
1105,3,280,2,2,1,19,1,0.005,35500.5,35500.3,2.00E-08,4.005,23.001,,,,,143,1,1,10,1110,39751.5,1
350,4,112,1,1,1,1,1,25.505,35780.5,35790.3,0.00011904,0.021,1436.041,3170.3,1900.3,5900.005,12.04,22,2,1,80,350,27554.3,1
46,3,18,2,1,1,1,1,-105.037,35777.3,35795.3,0.00021301,0.045,1436.085,4200.5,,,15.01,3,1,3,20,46,28446.1,1
168,0,55,12,1,0,1,0,0.001,570.3,617.4,0.00337002,97.991,96.551,25.3,,,,52,10,5,11,168,40014.1,2
674,3,179,2,11,0,1,4,0.002,776.4,779.4,0.00021004,86.404,100.402,689.5,556.3,1400.002,8.05,152,1,3,24,674,24950.5,1
944,3,245,2,1,0,1,3,0.003,769.2,777.1,0.00056005,45.002,100.301,45.1,22.2,160.003,5.01,12,1,18,103,944,25114.5,1
340,25,111,1,1,1,1,1,-112.996,35776.5,35796.3,0.00023705,0.034,1436.103,5456.3,2310.2,12690.003,15.04,1,1,0,19,340,29162.2,1
221,0,84,14,0,0,1,0,0.005,514.5,536.1,0.00160003,97.462,95.132,3.4,,,,74,12,10,63,221,40912.1,2
1355,23,379,33,5,1,1,1,47.604,35780.2,35791.5,0.00013001,0.002,1436.072,6000.3,,,,32,2,3,20,1360,38245.2,1
436,0,32,15,10,2,1,3,0.004,23242.2,23307.4,0.00110002,54.673,846.985,700.1,,1420.002,12.05,32,33,0,26,436,37847.2,6
1384,0,382,14,2,0,1,0,0.003,487.1,491.5,0.00029205,97.442,94.392,,,,,314,12,10,51,1389,40362.5,0
627,3,175,2,1,1,1,1,-58.116,35783.4,35791.1,9.49E-05,0.075,1436.195,2450.4,,4500.001,15.02,12,1,3,20,627,36397.4,1
998,7,40,5,2,0,4,0,0.004,706.4,725.5,0.00134004,98.504,99.002,7000.4,,,43895.05,15,6,7,96,998,40699.1,0
258,0,92,2,1,0,4,3,0.003,396.2,402.3,0.00044305,51.605,92.545,4.4,,,,82,1,15,68,258,40739.1,0
137,0,42,14,7,2,1,3,0.001,21520.4,21549.3,0.00052002,55.005,773.202,800.3,,,5.01,44,12,2,32,137,40748.3,6
330,4,103,35,2,0,2,0,0.001,677.3,692.3,0.00106002,98.211,98.465,120.3,,,,32,2,0,75,330,38009.5,0
376,0,116,5,1,1,1,1,36.002,35792.5,35795.2,3.57E-05,0.104,1436.104,2700.5,,,15.01,38,7,3,20,376,41191.1,1
1006,14,77,15,3,0,1,0,0.004,708.5,728.2,0.00141001,98.304,99.203,130.1,,86.004,2.03,221,49,7,133,1006,36037.5,15
158,10,49,23,5,1,1,1,-67.996,35776.5,35797.3,0.00024905,0.845,1436.113,1780.4,1050.1,1800.004,12.02,2,1,0,23,158,23536.5,1
972,3,245,2,1,0,1,3,0.003,620.4,739.1,0.00844003,47.005,98.344,172.3,,400.003,5.04,213,1,1,2,972,40087.2,1
1199,20,311,18,0,0,1,3,0.004,850.4,868.1,0.00124003,20.005,102.105,11.2,,,1.04,272,18,6,16,1204,37841.3,2
32,6,10,4,3,0,0,0,0.003,625.4,631.4,0.00042904,98.401,97.275,6.5,,,3.03,14,5,3,17,32,40075.2,1
150,12,42,14,7,2,1,3,0.003,21519.1,21545.5,0.00046601,55.264,773.393,2200.2,,,8.05,44,12,2,42,150,31115.3,6
777,3,2,2,2,0,6,3,0.004,713.2,716.5,0.00021201,57.012,99.081,14500.2,,,9.04,168,1,1,71,777,28646.2,0
103,16,17,17,1,1,1,1,28.202,35715.4,35780.5,0.00077203,0.124,1434.104,5350.3,,,15.03,10,2,0,19,103,37775.2,1
347,3,112,1,1,1,1,1,172.065,35772.4,35799.1,0.00032005,0.011,1436.105,5000.1,,13000.002,16.04,53,11,3,20,347,28924.5,1
551,7,149,5,4,0,1,4,0.003,1478.1,1509.4,0.00197001,82.511,115.843,280.4,,120.003,43958.04,130,6,7,59,551,40063.4,1
540,7,149,5,4,0,1,4,0.001,1478.4,1510.1,0.00203004,82.504,115.903,270.2,,120.005,43958.04,130,6,7,59,540,38734.3,1
727,3,179,2,11,0,1,4,0.004,777.2,778.3,7.00E-05,86.403,100.402,689.5,556.5,1400.004,8.05,152,1,7,112,727,27450.2,1
516,7,40,5,5,2,1,3,0.001,19131.3,19133.5,3.92E-05,64.775,675.812,1415.4,,1000.005,7.02,101,6,3,20,516,36402.5,6
929,20,58,18,3,0,10,0,0.001,722.3,724.5,0.00014101,98.305,99.204,960.5,,1360.003,5.02,39,18,6,16,929,35931.4,0
1037,7,269,5,11,0,4,0,0.002,459.4,472.1,0.00095101,97.205,93.904,5900.4,,,3.03,236,6,3,17,1037,39186.1,0
1232,4,322,35,2,1,1,1,47.052,35778.4,35792.3,0.00016604,0.003,1436.065,3725.4,1650.4,5640.001,12.05,53,11,0,12,1237,28885.5,1
206,0,74,30,8,0,8,4,0.001,772.1,828.5,0.00391004,72.003,100.901,70.5,,46.003,2.05,12,1,4,58,206,29052.2,0
985,0,246,60,0,0,1,5,0.004,442.2,687.2,0.01770001,98.203,95.904,1.1,,,1.01,214,49,0,0,985,41458.2,2
1409,12,382,14,7,1,1,1,98.005,35781.1,35792.2,0.00013004,0.195,1436.092,5200.2,,,,318,12,2,32,1414,38352.1,1
877,3,225,2,5,2,1,3,0.003,20155.2,20344.2,0.00355005,55.004,720.715,2217.2,980.2,1136.005,10.05,3,1,1,47,877,27663.2,6
1274,12,343,14,3,0,1,3,0.005,360.4,361.5,7.43E-05,42.802,91.804,8506.4,,,2.02,104,12,11,151,1279,37820.1,2
412,0,129,32,0,0,1,0,0.005,594.3,683.1,0.00635003,97.804,97.402,1.3,,,,115,31,5,11,412,39444.1,1
328,4,103,35,2,0,2,0,0.002,675.5,692.5,0.00121001,98.214,98.434,120.5,,,,32,2,0,75,328,38008.4,0
648,3,175,2,1,1,1,1,-18.009,35775.3,35798.2,0.00027301,0.015,1436.123,4723.5,1972.3,10000.005,13.03,20,1,1,22,648,26824.1,1
346,4,112,1,1,1,1,1,35.964,35754.1,35817.4,0.00074703,0.071,1436.061,2500.2,,5600.004,,94,28,3,24,346,26243.5,1
680,3,179,2,11,0,1,4,0.003,776.5,779.1,0.00021003,86.401,100.405,689.4,556.1,1400.003,8.04,152,1,4,111,680,25041.4,1
1405,46,64,14,3,1,1,1,87.502,35759.4,35807.2,0.00056901,0.041,1435.924,5500.5,,,,30,2,2,32,1410,39017.5,1
736,0,181,18,3,1,1,1,129.501,35774.2,35797.2,0.00027303,5.061,1436.053,1425.5,598.2,1600.001,12.03,154,18,6,16,736,41469.4,14
607,0,172,27,1,1,1,1,25.075,35769.2,35803.1,0.00040301,0.043,1436.075,2000.5,895.1,2800.005,13.05,20,1,0,13,607,25153.2,1
917,8,239,27,1,2,1,2,0.005,8063.1,8069.5,0.00020805,0.031,287.934,700.5,,1500.005,,30,2,0,90,917,39190.3,1
459,3,145,2,1,0,1,3,0.001,1406.4,1422.4,0.00103004,52.005,114.104,450.5,350.3,1500.005,10.01,1,1,3,92,459,25621.4,1
1072,5,72,3,2,0,6,3,0.004,470.4,503.4,0.00241002,98.194,94.341,770.1,,,10.01,244,3,7,43,1072,31797.5,0
506,7,40,5,5,2,1,3,0.001,19130.4,19130.3,1.00E-08,64.804,675.754,1480.4,,1600.003,7.05,101,6,3,24,506,29672.3,6
1336,0,3,2,2,0,1,3,0.002,309.4,322.5,0.00119002,38.003,90.834,4990.4,,,,144,1,1,10,1341,40651.2,2
1101,3,280,2,2,3,19,7,0.004,500.2,39850.5,0.74100003,63.405,717.701,,,,44022.04,29,1,1,22,1106,28384.3,1
923,8,239,27,1,2,1,2,0.004,7815.2,7842.4,0.00095103,0.125,280.874,650.3,,1500.003,,30,2,0,128,923,40082.5,1
355,4,112,1,1,1,1,1,9.085,35757.3,35815.2,0.00068802,0.081,1436.074,2915.1,1700.5,,14.05,95,16,1,47,355,24665.4,1
1114,0,283,2,1,1,1,1,-102.998,35850.2,35852.3,2.37E-05,0.053,1439.415,3112.4,,,15.01,12,1,3,20,1119,37748.5,1
446,0,40,5,2,1,1,1,,35783.1,35805.2,0.00026105,0.003,1436.102,5000.4,,,,101,6,3,20,446,41121.5,1
1091,3,277,2,2,0,2,3,0.004,1017.1,1203.4,0.01240005,63.405,107.404,5000.2,,,,3,1,1,35,1091,28537.3,0
534,3,146,2,3,1,9,1,-89.497,35170.4,35170.3,2.00E-08,0.002,1436.002,3200.3,1533.5,2300.005,10.02,2,1,1,67,534,35491.3,0
766,2,71,28,11,0,4,0,0.003,676.5,698.1,0.00156003,98.203,98.501,800.2,,955.004,3.03,164,44,7,59,766,29268.5,7
422,3,133,2,1,1,1,1,-97.079,35776.4,35796.1,0.00023701,0.054,1436.102,4690.4,,,15.01,1,1,13,64,422,33376.4,1
380,7,117,5,1,1,1,1,96.531,35782.5,35791.3,0.00010702,0.052,1436.104,2600.1,,,12.03,99,29,3,20,380,32478.4,1
201,3,73,2,2,0,1,0,0.002,820.3,841.1,0.00146002,98.805,101.503,817.3,395.1,1174.003,3.01,64,1,4,57,201,27640.1,10
671,3,179,2,11,0,1,4,0.005,776.2,779.2,0.00021003,86.403,100.403,689.2,556.2,1400.001,8.04,152,1,4,111,671,24904.1,1
128,5,41,3,0,0,1,3,0.002,554.1,581.4,0.00195001,64.803,96.013,1.3,,,1.02,43,3,3,0,128,39134.5,2
1163,8,294,27,2,1,1,1,-1.298,35775.4,35797.2,0.00026105,13.604,1436.071,1474.1,850.5,1200.005,7.03,19,16,0,23,1168,20776.4,1
1020,11,260,10,1,0,6,0,0.001,791.2,793.3,0.00014001,98.605,100.703,2924.2,,,7.01,228,53,3,135,1020,32382.4,0
401,0,2,2,2,0,6,3,0.004,1066.5,1081.2,0.00101002,123.002,106.703,,,,,108,1,4,10,401,39462.4,0
1228,14,77,15,3,0,3,4,0.001,473.3,476.2,0.00021902,87.305,93.904,468.4,369.3,608.002,4.04,19,2,7,59,1233,39451.3,0
286,0,92,2,1,0,4,0,0.003,500.4,514.2,0.00102004,97.512,94.754,4.2,,,,82,1,6,45,286,41616.4,0
268,0,92,2,1,0,4,3,0.004,399.2,405.2,0.00044303,51.641,92.601,4.5,,,,82,1,15,68,268,40952.1,0
90,12,33,14,1,1,1,1,100.501,35778.3,35795.4,0.00020203,0.004,1436.111,3760.5,,,15.03,1,1,3,36,90,35696.3,1
1065,14,271,15,3,3,1,6,0.005,17240.2,120715.4,0.68700001,90.801,3431.102,1200.3,478.1,224.002,4.02,240,39,3,135,1065,26463.1,5
464,3,145,2,1,0,1,3,0.002,1477.1,1478.3,6.38E-05,52.004,114.104,450.2,350.3,1500.001,10.01,1,1,3,92,464,25946.5,1
1318,3,363,2,1,1,1,1,-114.995,35775.1,35796.2,0.00024905,0.044,1436.095,6740.5,,,15.01,1,1,3,20,1323,37843.5,1
1253,3,332,1,1,1,1,1,-14.987,35773.4,35799.4,0.00030802,0.052,1436.093,3878.5,1900.3,10600.003,13.05,1,1,0,23,1258,25949.3,1
921,8,239,27,1,2,1,2,0.001,7831.3,7845.3,0.00049303,0.125,281.153,650.3,,1500.002,,30,2,0,128,921,40080.4,1
1077,38,274,66,1,0,1,0,0.001,697.2,747.5,0.00353001,98.003,99.203,12.3,,,,245,55,3,30,1077,28369.2,2
690,12,179,2,11,0,1,4,0.001,776.5,779.2,0.00021002,86.402,100.402,689.1,556.4,1400.003,8.01,152,1,10,54,690,25262.3,1
785,0,24,12,1,0,1,3,0.003,603.1,717.1,0.00811002,64.605,97.904,,12.4,,,28,1,3,120,785,27606.3,1
1262,0,338,74,1,1,1,1,78.504,35786.5,35796.3,0.00011902,0.053,1436.303,3325.2,,,15.02,12,1,1,2,1267,39500.3,1
1098,11,59,10,3,0,1,4,0.002,638.5,649.2,0.00078402,73.904,97.604,150.1,,80.002,,252,4,4,14,1103,27858.3,5
1075,5,72,3,2,0,6,3,0.002,474.4,502.5,0.00204005,98.161,94.371,770.4,,,10.02,244,3,7,43,1075,33244.3,0
797,7,40,5,2,0,2,3,0.002,900.4,911.5,0.00075605,67.202,103.102,5000.1,,,,175,6,7,92,797,36095.1,0
535,3,146,2,3,1,9,1,-89.429,35786.1,35788.3,2.37E-05,0.425,1436.143,3175.3,2180.5,,10.03,2,1,1,67,535,36411.5,0
914,0,237,12,1,0,4,3,0.004,482.1,500.5,0.00131004,97.501,94.413,35.3,,,,206,9,10,51,914,41558.4,0
640,0,175,2,1,1,1,1,-94.996,35580.1,35860.5,0.00333001,0.015,1435.103,6450.3,,,20.05,1,1,3,5,640,41581.4,1
713,12,179,2,11,0,1,4,0.001,776.3,780.3,0.00028003,86.401,100.403,689.1,556.3,1400.001,8.02,152,1,10,54,713,25432.4,1
557,20,58,18,3,1,1,1,83.004,35777.2,35795.3,0.00021303,0.061,1436.074,3400.1,1493.5,,15.03,39,18,0,12,557,38779.1,1
818,7,211,5,2,3,1,7,0.005,962.2,39398.1,0.72400004,62.823,717.881,2500.3,,,7.01,101,6,7,78,818,40296.3,1
865,3,225,2,5,2,1,3,0.003,20155.5,20211.1,0.00105004,54.974,718.021,1630.5,,1136.003,10.04,2,1,1,10,865,40294.2,6
747,15,184,16,1,1,1,1,123.854,33782.1,37768.4,0.04730005,0.074,1435.522,2900.2,1230.1,5200.002,14.52,2,1,1,22,747,25630.3,1
313,3,99,2,1,1,1,1,-61.627,35782.5,35791.4,0.00010704,0.065,1436.111,4328.4,,,18.04,20,1,1,10,313,27852.2,1
749,15,184,16,1,1,1,1,142.495,35780.2,35794.2,0.00016601,0.045,1436.124,4000.4,,,15.01,20,1,0,12,749,35755.1,1
232,3,87,2,1,1,1,1,-110.046,35773.2,35799.1,0.00030804,0.071,1436.081,4300.2,3640.2,,15.02,1,1,3,24,232,27426.2,1
364,0,114,1,1,1,1,1,-7.997,35773.2,35814.5,0.00048602,0.101,1436.102,5800.4,,,15.01,30,11,0,12,364,40875.5,1
185,12,65,14,3,0,1,0,0.005,729.2,748.1,0.00134002,98.503,99.603,100.5,,,,58,12,10,32,185,28058.2,1
62,11,22,10,1,1,1,1,-107.268,35778.5,35793.3,0.00017801,0.023,1436.081,4710.3,2950.2,15500.004,15.05,2,1,0,13,62,26624.4,1
480,4,145,2,1,0,1,3,0.002,1413.1,1415.4,0.00012803,52.001,114.101,700.2,,1700.003,15.05,30,14,3,26,480,37189.5,1
732,0,58,18,3,1,1,1,83.001,35690.5,35871.1,0.00215001,4.965,1435.803,1425.3,598.3,1660.004,12.03,145,18,6,114,732,40269.1,14
780,0,197,51,3,1,1,1,128.505,35788.2,35800.5,0.00014203,0.102,1436.102,3800.1,,,15.03,31,12,2,32,780,41034.3,1
624,8,175,2,1,1,1,1,45.043,35776.1,35796.2,0.00023705,0.002,1436.091,4167.1,1729.2,12000.004,18.03,22,2,0,23,624,26590.4,1
662,3,179,2,11,0,1,4,0.005,776.4,780.5,0.00028003,86.401,100.405,689.2,556.4,1400.001,8.01,152,1,3,24,662,24840.3,1
746,15,184,16,1,1,1,1,154.001,35788.5,35794.4,7.12E-05,0.014,1436.102,2500.3,1460.5,3500.003,11.01,2,1,0,13,746,27399.3,1
597,15,171,16,3,0,4,0,0.001,512.4,523.3,0.00079904,97.501,94.854,1600.2,,,5.03,72,15,12,69,597,39062.5,0
1265,3,339,1,8,3,1,1,0.003,467.3,87260.3,0.86400001,15.702,1867.914,126.4,77.5,40.004,2.04,89,1,1,47,1270,30797.5,5
134,0,42,14,7,1,1,1,144.004,35776.4,35794.1,0.00021305,1.841,1436.103,3800.5,,,8.02,44,12,2,41,134,41586.2,6
1021,7,261,5,0,2,16,3,0.002,1885.5,2165.2,0.01670005,64.592,127.455,,,,,229,6,3,59,1021,23439.4,1
655,20,175,2,1,1,1,1,83.033,35769.3,35804.4,0.00041505,0.181,1436.111,2550.3,1150.1,2000.001,12.04,150,2,2,3,655,25666.1,1
856,0,225,2,5,2,1,3,0.005,20446.2,20459.2,0.00024204,54.902,728.963,1630.1,,1136.003,12.02,2,1,1,10,856,40730.5,6
783,0,198,24,3,0,4,0,0.001,617.5,637.2,0.00143001,97.705,97.203,60.5,,14.005,,170,3,6,49,783,29709.4,7
360,4,112,1,1,1,1,1,70.002,35780.4,35800.4,0.00023701,0.065,1436.282,5250.5,,,15.01,10,2,13,64,360,39020.4,1
